event_id,event_name,event_date,event_city,event_state,event_country,event_url
639,UFC 286: Edwards vs. Usman 3,2023-03-18,London,England,United Kingdom,http://ufcstats.com/event-details/e4bb7e483c4ad318
638,UFC Fight Night: Yan vs. Dvalishvili,2023-03-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/35080a7f406f9ab3
637,UFC 285: Jones vs. Gane,2023-03-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1ccff7f0cfdf85eb
636,UFC Fight Night: Muniz vs. Allen,2023-02-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/806975e1b4f47b27
635,UFC Fight Night: Andrade vs. Blanchfield,2023-02-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f21a3d68fb9df387
634,UFC 284: Makhachev vs. Volkanovski,2023-02-11,Perth,Western Australia,Australia,http://ufcstats.com/event-details/01dd4cdc2446f665
633,UFC Fight Night: Lewis vs. Spivac,2023-02-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d26394fc0e8e880a
632,UFC 283: Teixeira vs. Hill,2023-01-21,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/5717efc6f271cd52
631,UFC Fight Night: Strickland vs. Imavov,2023-01-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2e2cdb6e9eb84bb9
630,UFC Fight Night: Cannonier vs. Strickland,2022-12-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/56ec58954158966a
629,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f65a0eb902f9476b
628,UFC Fight Night: Thompson vs. Holland,2022-12-03,Orlando,Florida,USA,http://ufcstats.com/event-details/b23388ff8ac6637b
627,UFC Fight Night: Nzechukwu vs. Cutelaba,2022-11-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/012fc7cd0779c09a
626,UFC 281: Adesanya vs. Pereira,2022-11-12,New York City,New York,USA,http://ufcstats.com/event-details/b3b6e80b7d5f8f0d
625,UFC Fight Night: Rodriguez vs. Lemos,2022-11-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/756f45905fb20cb5
624,UFC Fight Night: Kattar vs. Allen,2022-10-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/be5aab761c40ef35
623,UFC 280: Oliveira vs. Makhachev,2022-10-22,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/885e7f70dcac0007
622,UFC Fight Night: Grasso vs. Araujo,2022-10-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/49c29e57d4e2be6f
621,UFC Fight Night: Dern vs. Yan,2022-10-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4f670b7972fa0a2e
620,UFC Fight Night: Sandhagen vs. Song,2022-09-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8d477c3fbe001f9d
619,UFC 279: Diaz vs. Ferguson,2022-09-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/93bf96be327fcd98
618,UFC Fight Night: Gane vs. Tuivasa,2022-09-03,Paris,Ile-de-France,France,http://ufcstats.com/event-details/00a905a4a4a2b071
617,UFC 278: Usman vs. Edwards,2022-08-20,Salt Lake City,Utah,USA,http://ufcstats.com/event-details/4f853e98886283cf
616,UFC Fight Night: Vera vs. Cruz,2022-08-13,San Diego,California,USA,http://ufcstats.com/event-details/a23e63184c65f5b8
615,UFC Fight Night: Santos vs. Hill,2022-08-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8f6a18831a120817
614,UFC 277: Pena vs. Nunes 2,2022-07-30,Dallas,Texas,USA,http://ufcstats.com/event-details/b0a6124751a56bc4
613,UFC Fight Night: Blaydes vs. Aspinall,2022-07-23,London,England,United Kingdom,http://ufcstats.com/event-details/319c15b8aac5bfde
612,UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,Elmont,New York,USA,http://ufcstats.com/event-details/8fd76e1b49c00ae2
611,UFC Fight Night: Dos Anjos vs. Fiziev,2022-07-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/31da66df48c0c1a0
610,UFC 276: Adesanya vs. Cannonier,2022-07-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4a9e305633f3ef47
609,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/eb42d4febfafefd1
608,UFC Fight Night: Kattar vs. Emmett,2022-06-18,Austin,Texas,USA,http://ufcstats.com/event-details/a0a680fe2f6cc8e6
607,UFC 275: Teixeira vs. Prochazka,2022-06-11,Kallang,,Singapore,http://ufcstats.com/event-details/3a24769a4855040a
606,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/57591bbf1623574e
605,UFC Fight Night: Holm vs. Vieira,2022-05-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a6c32678efd4f434
604,UFC Fight Night: Blachowicz vs. Rakic,2022-05-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/60ba33c3f555a7a3
603,UFC 274: Oliveira vs. Gaethje,2022-05-07,Phoenix,Arizona,USA,http://ufcstats.com/event-details/253d3f9e97ca149a
602,UFC Fight Night: Font vs. Vera,2022-04-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6bf5a7d3e081ade2
601,UFC Fight Night: Lemos vs. Andrade,2022-04-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/236a37d96d476164
600,UFC Fight Night: Luque vs. Muhammad,2022-04-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8753e125f4499816
599,UFC 273: Volkanovski vs. The Korean Zombie,2022-04-09,Jacksonville,Florida,USA,http://ufcstats.com/event-details/3a97fda0de6f1fa4
598,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26,Columbus,Ohio,USA,http://ufcstats.com/event-details/1fac46d466abd5b8
597,UFC Fight Night: Volkov vs. Aspinall,2022-03-19,London,England,United Kingdom,http://ufcstats.com/event-details/1d00756835ca67c9
596,UFC Fight Night: Santos vs. Ankalaev,2022-03-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1f9344211ca7fd60
595,UFC 272: Covington vs. Masvidal,2022-03-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/75e0d3cc2262b732
594,UFC Fight Night: Makhachev vs. Green,2022-02-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f6a7b02c42e9fc5b
593,UFC Fight Night: Walker vs. Hill,2022-02-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/77940e45bc86208e
592,UFC 271: Adesanya vs. Whittaker 2,2022-02-12,Houston,Texas,USA,http://ufcstats.com/event-details/cbb682f5fcc44bfc
591,UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/883922e5cd6d8473
590,UFC 270: Ngannou vs. Gane,2022-01-22,Anaheim,California,USA,http://ufcstats.com/event-details/335ad945324c3a2e
589,UFC Fight Night: Kattar vs. Chikadze,2022-01-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/f5585e675af7afd4
588,UFC Fight Night: Lewis vs. Daukaus,2021-12-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2a470ad41c22c25a
587,UFC 269: Oliveira vs. Poirier,2021-12-11,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ef927e4fe2117ab8
586,UFC Fight Night: Font vs. Aldo,2021-12-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/509697e08673d2e5
585,UFC Fight Night: Vieira vs. Tate,2021-11-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c95fbc085e17a532
584,UFC Fight Night: Holloway vs. Rodriguez,2021-11-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b5abaa65f87938eb
583,UFC 268: Usman vs. Covington 2,2021-11-06,New York City,New York,USA,http://ufcstats.com/event-details/48e093ea1f43a053
582,UFC 267: Blachowicz vs. Teixeira,2021-10-30,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/3974fa35c917af1d
581,UFC Fight Night: Costa vs. Vettori,2021-10-23,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a9c6c4301f6d088
580,UFC Fight Night: Ladd vs. Dumont,2021-10-16,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8f4616698508f24d
579,UFC Fight Night: Dern vs. Rodriguez,2021-10-09,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d247691a6c0e9034
578,UFC Fight Night: Santos vs. Walker,2021-10-02,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e15d0a2519d6a0b5
577,UFC 266: Volkanovski vs. Ortega,2021-09-25,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0eec866a077889f0
576,UFC Fight Night: Smith vs. Spann,2021-09-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4c27ca8c8481f79a
575,UFC Fight Night: Brunson vs. Till,2021-09-04,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/b9532d815060de7f
574,UFC Fight Night: Barboza vs. Chikadze,2021-08-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0db9d2486d564a3c
573,UFC Fight Night: Cannonier vs. Gastelum,2021-08-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2f13e4020cea5b38
572,UFC 265: Lewis vs. Gane,2021-08-07,Houston,Texas,USA,http://ufcstats.com/event-details/972197a8c61ac413
571,UFC Fight Night: Hall vs. Strickland,2021-07-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/320edfb0332b7073
570,UFC Fight Night: Sandhagen vs. Dillashaw,2021-07-24,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e57f0b06ea39e360
569,UFC Fight Night: Makhachev vs. Moises,2021-07-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/40389d39a92f5bfa
568,UFC 264: Poirier vs. McGregor 3,2021-07-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8a0be41c0380188d
567,UFC Fight Night: Gane vs. Volkov,2021-06-26,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a1d6b308781aa2f5
566,UFC Fight Night: Jung vs. Ige,2021-06-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9ddfb3369a3b0394
565,UFC 263: Adesanya vs. Vettori 2,2021-06-12,Glendale,Arizona,USA,http://ufcstats.com/event-details/0b64d0fed453ef7f
564,UFC Fight Night: Rozenstruik vs. Sakai,2021-06-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3b2485c8d5c8b580
563,UFC Fight Night: Font vs. Garbrandt,2021-05-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/277ffed20cf07aea
562,UFC 262: Oliveira vs. Chandler,2021-05-15,Houston,Texas,USA,http://ufcstats.com/event-details/744f50016c39c26c
561,UFC Fight Night: Rodriguez vs. Waterson,2021-05-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/58a36b4ccf5dc30e
560,UFC Fight Night: Reyes vs. Prochazka,2021-05-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d57e6a8971b6d2bd
559,UFC 261: Usman vs. Masvidal 2,2021-04-24,Jacksonville,Florida,USA,http://ufcstats.com/event-details/27541033b97c076d
558,UFC Fight Night: Whittaker vs. Gastelum,2021-04-17,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4a35913bd9aa4161
557,UFC Fight Night: Vettori vs. Holland,2021-04-10,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9114c8ded5ccd71d
556,UFC 260: Miocic vs. Ngannou,2021-03-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6597b611f1c32555
555,UFC Fight Night: Brunson vs. Holland,2021-03-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c36e1f4fa755ffb4
554,UFC Fight Night: Edwards vs. Muhammad,2021-03-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/8c90c1563972e44d
553,UFC 259: Blachowicz vs. Adesanya,2021-03-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6e2b1d631832921d
552,UFC Fight Night: Rozenstruik vs. Gane,2021-02-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/81b57acd6975ac06
551,UFC Fight Night: Blaydes vs. Lewis,2021-02-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bfe95ec546692b13
550,UFC 258: Usman vs. Burns,2021-02-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3f7c14c7eca7195d
549,UFC Fight Night: Overeem vs. Volkov,2021-02-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/a1153013cb5f628f
548,UFC 257: Poirier vs. McGregor,2021-01-23,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/4304992c2acc187b
547,UFC Fight Night: Chiesa vs. Magny,2021-01-20,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/56116537d71a578c
546,UFC Fight Night: Holloway vs. Kattar,2021-01-16,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/307064d3e0f036c2
545,UFC Fight Night: Thompson vs. Neal,2020-12-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e49c2db95e572dc8
544,UFC 256: Figueiredo vs. Moreno,2020-12-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/d0d43cb9b14f231c
543,UFC Fight Night: Hermansson vs. Vettori,2020-12-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/398b440e73d55b8b
542,UFC Fight Night: Smith vs. Clark,2020-11-28,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/992c82450d96f726
541,UFC 255: Figueiredo vs. Perez,2020-11-21,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bbb15f301e4a490a
540,UFC Fight Night: Felder vs. Dos Anjos,2020-11-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3bc27ec15facbcf3
539,UFC Fight Night: Santos vs. Teixeira,2020-11-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/41dca66f9dadfc86
538,UFC Fight Night: Hall vs. Silva,2020-10-31,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/ad044be25c94dcfd
537,UFC 254: Khabib vs. Gaethje,2020-10-24,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/c3c38c86f5ab9b5c
536,UFC Fight Night: Ortega vs. The Korean Zombie,2020-10-17,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/d4f364dd076bb0e2
535,UFC Fight Night: Moraes vs. Sandhagen,2020-10-10,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/fd4578cac86d75ca
534,UFC Fight Night: Holm vs. Aldana,2020-10-03,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/805ad1801eb26abb
533,UFC 253: Adesanya vs. Costa,2020-09-26,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/e69c5ce12f4e762b
532,UFC Fight Night: Covington vs. Woodley,2020-09-19,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/831b937811804dad
531,UFC Fight Night: Waterson vs. Hill,2020-09-12,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/9c37681096c6f3a9
530,UFC Fight Night: Overeem vs. Sakai,2020-09-05,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/542db012217ecb83
529,UFC Fight Night: Smith vs. Rakic,2020-08-29,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/e29cf523ebd155c5
528,UFC Fight Night: Munhoz vs. Edgar,2020-08-22,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/af1e5c64b8663aa0
527,UFC 252: Miocic vs. Cormier 3,2020-08-15,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/bda04c573563cc2e
526,UFC Fight Night: Lewis vs. Oleinik,2020-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/7a82635ffa9b59fe
525,UFC Fight Night: Brunson vs. Shahbazyan,2020-08-01,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/3746e21bb508391a
524,UFC Fight Night: Whittaker vs. Till,2020-07-25,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/dde70a112e053a6c
523,UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-18,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/ddbd0d6259ce57cc
522,UFC Fight Night: Kattar vs. Ige,2020-07-15,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/18f5669a92e99d92
521,UFC 251: Usman vs. Masvidal,2020-07-11,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/dbd198f780286aca
520,UFC Fight Night: Poirier vs. Hooker,2020-06-27,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/c32eab6c2119e989
519,UFC Fight Night: Blaydes vs. Volkov,2020-06-20,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/2eab7a6c8b0ed8cc
518,UFC Fight Night: Eye vs. Calvillo,2020-06-13,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/1e13936d708bcff7
517,UFC 250: Nunes vs. Spencer,2020-06-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4c12aa7ca246e7a4
516,UFC Fight Night: Woodley vs. Burns,2020-05-30,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/14b9e0f2679a2205
515,UFC Fight Night: Overeem vs. Harris,2020-05-16,Jacksonville,Florida,USA,http://ufcstats.com/event-details/dfb965c9824425db
514,UFC Fight Night: Smith vs. Teixeira,2020-05-13,Jacksonville,Florida,USA,http://ufcstats.com/event-details/5f8e00c27b7e7410
513,UFC 249: Ferguson vs. Gaethje,2020-05-09,Jacksonville,Florida,USA,http://ufcstats.com/event-details/898337ef520fe4d3
512,UFC Fight Night: Lee vs. Oliveira,2020-03-14,Brasilia,Distrito Federal,Brazil,http://ufcstats.com/event-details/53278852bcd91e11
511,UFC 248: Adesanya vs. Romero,2020-03-07,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0b5b6876c2a4723f
510,UFC Fight Night: Benavidez vs. Figueiredo,2020-02-29,Norfolk,Virginia,USA,http://ufcstats.com/event-details/fc9a9559a05f2704
509,UFC Fight Night: Felder vs. Hooker,2020-02-22,Auckland,,New Zealand,http://ufcstats.com/event-details/33b2f68ef95252e0
508,UFC Fight Night: Anderson vs. Blachowicz,2020-02-15,Rio Rancho,New Mexico,USA,http://ufcstats.com/event-details/5df17b3620145578
507,UFC 247: Jones vs. Reyes,2020-02-08,Houston,Texas,USA,http://ufcstats.com/event-details/b26d3e3746fb4024
506,UFC Fight Night: Blaydes vs. Dos Santos,2020-01-25,Raleigh,North Carolina,USA,http://ufcstats.com/event-details/44aa652b181bcf68
505,UFC 246: McGregor vs. Cowboy,2020-01-18,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/0c1773639c795466
504,UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,Busan,,South Korea,http://ufcstats.com/event-details/74fefd43f073cd2f
503,UFC 245: Usman vs. Covington,2019-12-14,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/4565d435005319c0
502,UFC Fight Night: Overeem vs. Rozenstruik,2019-12-07,Washington,DC,USA,http://ufcstats.com/event-details/b09890ba7ce1d1e2
501,UFC Fight Night: Blachowicz vs. Jacare,2019-11-16,Sao Paulo,Sao Paulo,Brazil,http://ufcstats.com/event-details/81ca2c245b19b3c5
500,UFC Fight Night: Zabit vs. Kattar,2019-11-09,Moscow,Moscow,Russia,http://ufcstats.com/event-details/8d5daf67983b65ba
499,UFC 244: Masvidal vs. Diaz,2019-11-02,New York City,New York,USA,http://ufcstats.com/event-details/fd87b1bbfcde9d5e
498,UFC Fight Night: Maia vs. Askren,2019-10-26,Kallang,,Singapore,http://ufcstats.com/event-details/df05aa15b2d66f57
497,UFC Fight Night: Reyes vs. Weidman,2019-10-18,Boston,Massachusetts,USA,http://ufcstats.com/event-details/3ae10ac4df3df05c
496,UFC Fight Night: Joanna vs. Waterson,2019-10-12,Tampa,Florida,USA,http://ufcstats.com/event-details/0941df56f6ac954b
495,UFC 243: Whittaker vs. Adesanya,2019-10-05,Melbourne,Victoria,Australia,http://ufcstats.com/event-details/3cf68c1d17f66af7
494,UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,Copenhagen,,Denmark,http://ufcstats.com/event-details/1bf49bf829964144
493,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,Mexico City,Distrito Federal,Mexico,http://ufcstats.com/event-details/94a5aaf573f780ad
492,UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,Vancouver,British Columbia,Canada,http://ufcstats.com/event-details/4834ff149dc9542a
491,UFC 242: Khabib vs. Poirier,2019-09-07,Abu Dhabi,Abu Dhabi,United Arab Emirates,http://ufcstats.com/event-details/a79bfbc01b2264d6
490,UFC Fight Night: Andrade vs. Zhang,2019-08-31,Shenzhen,Guangdong,China,http://ufcstats.com/event-details/2c104b7e59a72629
489,UFC 241: Cormier vs. Miocic 2,2019-08-17,Anaheim,California,USA,http://ufcstats.com/event-details/70167689d6a01793
488,UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,Montevideo,,Uruguay,http://ufcstats.com/event-details/e5d03e4d966126bd
487,UFC Fight Night: Covington vs. Lawler,2019-08-03,Newark,New Jersey,USA,http://ufcstats.com/event-details/03da33a102d9a45f
486,UFC 240: Holloway vs. Edgar,2019-07-27,Edmonton,Alberta,Canada,http://ufcstats.com/event-details/abcf7e55a0a9ed89
485,UFC Fight Night: Dos Anjos vs. Edwards,2019-07-20,San Antonio,Texas,USA,http://ufcstats.com/event-details/9e0f28d1f639ad73
484,UFC Fight Night: De Randamie vs. Ladd,2019-07-13,Sacramento,California,USA,http://ufcstats.com/event-details/2f8f3c69522db931
483,UFC 239: Jones vs. Santos,2019-07-06,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/6c9383ffab2725a5
482,UFC Fight Night: Ngannou vs. Dos Santos,2019-06-29,Minneapolis,Minnesota,USA,http://ufcstats.com/event-details/c0c1bc0766df4c00
481,UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Greenville,South Carolina,USA,http://ufcstats.com/event-details/b16a7e6a627e9789
480,UFC 238: Cejudo vs. Moraes,2019-06-08,Chicago,Illinois,USA,http://ufcstats.com/event-details/e31502e3f79d00c5
479,UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Stockholm,,Sweden,http://ufcstats.com/event-details/cbc071cb20ea59c7
478,UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Rochester,New York,USA,http://ufcstats.com/event-details/6b8f28da9a483049
477,UFC 237: Namajunas vs. Andrade,2019-05-11,Rio de Janeiro,Rio de Janeiro,Brazil,http://ufcstats.com/event-details/9de7c97e1c0d7927
476,UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Ottawa,Ontario,Canada,http://ufcstats.com/event-details/351264d11286d09a
475,UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Sunrise,Florida,USA,http://ufcstats.com/event-details/c912f676692c353a
474,UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Saint Petersburg,Saint Petersburg,Russia,http://ufcstats.com/event-details/7dcf06c1967801c1
473,UFC 236: Holloway vs. Poirier 2,2019-04-13,Atlanta,Georgia,USA,http://ufcstats.com/event-details/b0550072e5f0afa7
472,UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/9649d75defe0dedb
471,UFC Fight Night: Thompson vs. Pettis,2019-03-23,Nashville,Tennessee,USA,http://ufcstats.com/event-details/487c170da059857d
470,UFC Fight Night: Till vs. Masvidal,2019-03-16,London,England,United Kingdom,http://ufcstats.com/event-details/80eacd4da0617c57
